variant_id,source_type,source_id,source_field,query_variant
98,spot,7,travel_tips,上午去是不是人少点？一般几点去比较合适？
99,spot,7,travel_tips,周末去会不会排队等很久？带娃儿去耍方便不？
100,spot,7,travel_tips,那个地方是不是就喝喝茶拍拍照，有没有啥子好玩的？
101,spot,7,cultural_context,鹤鸣茶社早上几点开门？去晚了是不是就没位置了？
102,spot,7,cultural_context,去鹤鸣茶社喝碗盖茶大概多少钱一个人？可以自己带茶叶只买开水吗？
103,spot,7,cultural_context,鹤鸣茶社具体在人民公园哪个位置？坐地铁哪号线哪站下最近？
104,spot,7,cultural_context,带家里老人和小孩去鹤鸣茶社坐一下午合适吗？除了喝茶还有啥好玩的？
105,spot,7,cultural_context,网上都说鹤鸣茶社很出名，实际去体验到底值不值得？周末人多到要排队很久吗？
106,spot,8,description,IFS那个爬墙熊猫雕塑大概几点能去看呀？早上太早会不会看不到？
107,spot,8,description,去太古里和IFS逛一圈要花多少钱？只拍照不买东西的话有门票吗？
108,spot,8,description,从春熙路地铁站怎么走到那个爬墙熊猫和方所书店？大概要走几分钟？
109,spot,8,description,太古里除了逛街拍照，还有啥好玩的？带小孩去合适不，有没有亲子活动？
110,spot,8,description,网上都说IFS和太古里是成都最繁华的地方，实际去逛会不会人挤人？值不值得专门跑一趟？
111,spot,8,travel_tips,请问这个地方几点开门呀，晚上去会不会关门？
112,spot,8,travel_tips,这里要门票不？是免费随便进吗？
113,spot,8,travel_tips,坐地铁怎么过去方便？是不是在春熙路下？
114,spot,8,travel_tips,带小孩去逛合适吗？大概能玩多久？
115,spot,8,travel_tips,听说IFS楼上能看熊猫，那到底好不好玩，值不值得专门跑一趟？
116,spot,8,cultural_context,春熙路一般几点开门关门啊？逛街有固定时间吗？
117,spot,8,cultural_context,去春熙路要门票吗？里面买东西大概什么价位？
118,spot,8,cultural_context,从成都东站坐地铁怎么到春熙路？大概要多久？
119,spot,8,cultural_context,春熙路除了逛街拍照，还有啥好玩的？晚上去会不会更热闹？
120,spot,8,cultural_context,带5岁小孩去春熙路合适吗？有没有适合小朋友玩的地方？
121,spot,9,description,杜甫草堂早上几点开门？门票多少钱一张？
122,spot,9,description,从春熙路坐地铁怎么去杜甫草堂方便？
123,spot,9,description,杜甫草堂里面主要看什么，大概逛多久比较合适？
124,spot,9,description,带五六岁的小孩去杜甫草堂合适吗？会不会觉得无聊？
125,spot,9,description,杜甫草堂和武侯祠比哪个更值得去？网上评价咋样？
126,spot,9,travel_tips,门票好多钱一个人？有没有学生票或者老人优惠哦？
127,spot,9,travel_tips,逛完大概要花多久？如果上午十点过进去，中午能出来吃饭不？
128,spot,9,travel_tips,从金沙遗址博物馆过去坐车方便吗？打车大概多久，还是说坐公交更划算？
129,spot,9,travel_tips,这个地方是不是就是杜甫草堂？里面主要是看啥子，光走路看风景还是有点互动内容？
130,spot,9,travel_tips,带五岁的小朋友去合适不？会不会觉得无聊，还是说有草坪可以跑一跑？
131,spot,9,cultural_context,杜甫草堂几点开门关门？我想安排一早去逛，怕扑空。
132,spot,9,cultural_context,去杜甫草堂门票多少钱一张？老人和小孩有优惠吗？
133,spot,9,cultural_context,杜甫草堂具体在成都哪个位置？坐地铁几号线能到，出站后怎么走？
134,spot,9,cultural_context,杜甫草堂里面好玩吗？除了看茅屋和诗歌，有没有讲解或者互动体验？
135,spot,9,cultural_context,带5岁小孩去杜甫草堂合适吗？里面路平不平，有没有推婴儿车方便的地方？
136,spot,10,description,太阳神鸟金箔在哪个博物馆看？几点开门？
137,spot,10,description,去那个有太阳神鸟的博物馆门票多少钱一张？
138,spot,10,description,金沙遗址博物馆怎么去啊？坐地铁几号线？
139,spot,10,description,那个能看到考古挖掘现场的遗迹馆好玩吗？大概能逛多久？
140,spot,10,description,带小朋友去太阳神鸟那个博物馆合适不？有讲解吗？
141,spot,10,travel_tips,请问门票多少钱一张？学生票有优惠吗？
142,spot,10,travel_tips,我想去逛那个太阳神鸟的博物馆，几点开门关门啊？周一是不是不开？
143,spot,10,travel_tips,从杜甫草堂打车过去要多久？坐公交或者地铁方便吗？
144,spot,10,travel_tips,里面大概能玩多久啊？带孩子去会不会太无聊？有没有适合小朋友的互动？
145,spot,10,travel_tips,那个太阳神鸟金箔到底长什么样？值不值得专门跑一趟去看？
146,spot,10,cultural_context,金沙遗址早上几点开门？门票多少钱一张？
147,spot,10,cultural_context,从春熙路坐地铁怎么去金沙遗址博物馆？大概要多久？
148,spot,10,cultural_context,带5岁小孩去金沙遗址合适吗？里面有没有互动体验或者讲解服务？
149,spot,10,cultural_context,金沙遗址除了看太阳神鸟，还有哪些值得逛的地方？大概能玩几个小时？
150,spot,10,cultural_context,金沙遗址和三星堆比哪个更值得去？如果时间紧只去一个，你推荐哪个？
151,spot,11,description,你们那儿几点开门啊？门票多少钱一张？
152,spot,11,description,从春熙路坐地铁怎么去最方便？大概要多久？
153,spot,11,description,里面除了看舍利还有啥好玩的？逛一圈大概要多久？
154,spot,11,description,带家里老人和小孩去合适吗？台阶多不多？
155,spot,11,description,听说香火特别旺，平时去会不会人挤人？有没有人少点的时段？
156,spot,11,travel_tips,文殊院早上几点开门，逛一圈大概要多久啊？
157,spot,11,travel_tips,去文殊院要门票不，还是免费随便进？
158,spot,11,travel_tips,坐地铁到文殊院站下车后，从哪个出口出来近一点？
159,spot,11,travel_tips,带五岁小孩去文殊院合适吗？里面有没有什么好玩的？
160,spot,11,travel_tips,文殊院里面好不好逛，逛完出来文殊坊那边小吃多不多？
161,spot,11,cultural_context,文殊院几点开门关门啊？进去要买门票不？
162,spot,11,cultural_context,去文殊院坐地铁哪条线方便？出站后怎么走？
163,spot,11,cultural_context,文殊院里面除了烧香拜佛，有没有啥好逛的或者吃的？大概能玩多久？
164,spot,11,cultural_context,带家里老人和小孩去文殊院合适吗？里面台阶多不多，会不会累？
165,spot,11,cultural_context,文殊院那个玄奘舍利是真的吗？值不值得专门去看一眼？
166,spot,12,description,这个道观几点开门关门呢？门票多少钱一张？
167,spot,12,description,这个地方怎么去啊，坐地铁能到吗？
168,spot,12,description,里面除了烧香拜拜，还有啥好逛的？大概能玩多久？
169,spot,12,description,带家里老人小孩一起去合适不？会不会很累？
170,spot,12,description,网上说这里是川西第一道观，真的值得专门跑一趟吗？
171,spot,12,travel_tips,这儿门票好多钱一个人？
172,spot,12,travel_tips,大概要逛好久喃，一个小时够不够？
173,spot,12,travel_tips,从杜甫草堂走过去要多久，走路方便不？
174,spot,12,travel_tips,我带着娃儿来，这儿适不适合小朋友耍？
175,spot,12,travel_tips,听说这儿是道教文化的地方，值不值得专门跑一趟？
176,spot,12,cultural_context,青羊宫早上几点开门？下午关门时间是多少？
177,spot,12,cultural_context,去青羊宫的门票多少钱一张？老人和小孩有优惠吗？
178,spot,12,cultural_context,青羊宫在成都哪个位置？坐地铁哪条线能到，出站后怎么走？
179,spot,12,cultural_context,带小孩去青羊宫合适吗？里面有没有让小朋友感兴趣的东西？
180,spot,12,cultural_context,青羊宫好玩吗？除了看古建筑和铜羊，还有啥值得逛的？
181,spot,13,description,望江楼公园早上几点开门？门票多少钱一张？
182,spot,13,description,这个薛涛公园在成都哪个位置？坐地铁怎么过去方便？
183,spot,13,description,里面除了看薛涛井和竹林，还有啥好玩的？大概能逛多久？
184,spot,13,description,带5岁小孩去望江楼公园合适吗？有没有儿童能玩的设施？
185,spot,13,description,网上说那里竹子种类特别多，实际去看值得专门跑一趟吗？
186,spot,13,travel_tips,请问望江楼公园几点开门呀？我想一早过去逛，怕去早了白跑一趟。
187,spot,13,travel_tips,这个公园的文物区是不是要单独买票？我看网上说免费区不要钱，那进去看薛涛井和望江楼要花多少？
188,spot,13,travel_tips,从四川大学那边走过去方便吗？我打算逛完公园再去川大转转，具体怎么走比较好？
189,spot,13,travel_tips,带五岁的小孩去合适吗？里面有没有大草坪或者能跑的地方，大概能玩多久？
190,spot,13,travel_tips,听说这里主要看薛涛井和望江楼，除了这俩还有啥值得看的？值不值得专门绕路去一趟？
191,spot,13,cultural_context,望江楼公园早上几点开门？门票多少钱一张？
192,spot,13,cultural_context,从春熙路怎么坐车去望江楼？打车大概要多久？
193,spot,13,cultural_context,带小孩去望江楼玩合适吗？里面有没有能让孩子跑动的地方？
194,spot,13,cultural_context,望江楼除了看古建筑，还有啥好玩的？听说薛涛井就在里面？
195,spot,13,cultural_context,周末去望江楼人多不多？值不值得专门跑一趟？
196,spot,14,description,东郊记忆那边几点开门关门啊？晚上去会不会已经关了？
197,spot,14,description,去东郊记忆要门票吗？里面看展览或者听音乐演出大概多少钱一张？
198,spot,14,description,从春熙路坐地铁或者打车到东郊记忆方便吗？具体怎么走？
199,spot,14,description,东郊记忆好玩吗？除了拍照打卡，有没有那种现场乐队演出或者有意思的展？
200,spot,14,description,带5岁小孩去东郊记忆合适不？有没有适合小朋友玩的地方，还是说更适合年轻人？
201,spot,14,travel_tips,东郊记忆那边几点开门关门啊？下午去逛到晚上大概要多久？
202,spot,14,travel_tips,去东郊记忆要门票不？还是免费随便进？
203,spot,14,travel_tips,坐地铁怎么到东郊记忆？哪条线哪个站下？
204,spot,14,travel_tips,东郊记忆里面好玩吗？主要是看啥子，拍照好看不？
205,spot,14,travel_tips,带娃儿去东郊记忆耍合适不？里面有没有娃娃能玩的项目？
206,spot,14,cultural_context,东郊记忆几点开门，晚上去逛到几点关门？
207,spot,14,cultural_context,去东郊记忆要门票吗，大概多少钱一个人？
208,spot,14,cultural_context,东郊记忆在哪，坐地铁怎么过去方便？
209,spot,14,cultural_context,东郊记忆里面好玩吗，主要能看些啥子？
210,spot,14,cultural_context,带小孩去东郊记忆合适不，有没有亲子游玩项目？
211,spot,15,description,成都博物馆几点开门？关门时间是什么时候？
212,spot,15,description,去成都博物馆要门票吗？多少钱一张？
213,spot,15,description,成都博物馆在哪个位置？坐地铁怎么去方便？
214,spot,15,description,成都博物馆里面好玩吗？大概能逛多久？
215,spot,15,description,带小孩去成都博物馆合适吗？有皮影木偶展小朋友会喜欢吗？
216,spot,15,travel_tips,请问这个馆几点开门，周一去会不会扑空？
217,spot,15,travel_tips,门票好多钱一张？是不是必须提前在手机上预约？
218,spot,15,travel_tips,坐地铁到天府广场哪个出口出来最近？走路要多久？
219,spot,15,travel_tips,里面主要看啥子？石犀牛和皮影大概要逛几个小时？
220,spot,15,travel_tips,带六岁娃娃去合适不？有没得互动或者好耍的展区？
221,spot,15,cultural_context,成都博物馆新馆几点开门关门，门票要不要钱？
222,spot,15,cultural_context,成都博物馆怎么去最方便，坐地铁到哪个站下？
223,spot,15,cultural_context,带小孩去成都博物馆看那个石犀牛，适不适合？大概能逛多久？
224,spot,15,cultural_context,成都博物馆那个镇馆之宝石犀到底有多厉害，好玩吗？值不值得专门跑一趟？
225,spot,15,cultural_context,成都博物馆新馆在市中心哪个位置，附近好停车不，门票贵不贵？
226,spot,16,description,请问你们几点开门，几点闭馆啊？
227,spot,16,description,门票多少钱一张，需要提前在网上买吗？
228,spot,16,description,这个博物馆在成都哪个位置，坐地铁几号线能到？
229,spot,16,description,里面除了看青铜器和画像砖，还有啥好玩的互动项目吗？
230,spot,16,description,带五岁小孩去逛合适不？会不会太枯燥，有没有适合小朋友的展区？
231,spot,16,travel_tips,这个地方要门票吗？需要提前预约不？
232,spot,16,travel_tips,它几点开门啊？周一是不是不开放？
233,spot,16,travel_tips,从杜甫草堂过去大概要坐多久车？
234,spot,16,travel_tips,里面逛一圈大概要多久？好玩吗？
235,spot,16,travel_tips,带我家小朋友去合适吗？会不会太无聊？
236,spot,16,cultural_context,四川博物院几点开门？需要提前预约吗？
237,spot,16,cultural_context,去四川博物院要门票不？大概多少钱一张？
238,spot,16,cultural_context,请问四川博物院在哪个位置？坐地铁怎么过去方便？
239,spot,16,cultural_context,四川博物院里面好玩吗？值不值得专门跑一趟？
240,spot,16,cultural_context,带小孩去四川博物院合适吗？有没有适合小朋友看的展品？
241,spot,17,description,这个古镇具体在哪儿呢？从成都市区开车过去大概要多久？
242,spot,17,description,古镇的门票多少钱一张？有没有针对老人或者小孩的优惠票？
243,spot,17,description,火龙节灯会一般几点开始啊？晚上去的话最晚几点能进场？
244,spot,17,description,带5岁的小朋友去玩合适吗？里面有没有适合孩子玩的项目或者设施？
245,spot,17,description,除了火龙节灯会，平时去古镇还有哪些好耍的？半天时间够不够逛完？
246,spot,17,travel_tips,这个地方几点开门呢？
247,spot,17,travel_tips,门票好多钱一个人哇？
248,spot,17,travel_tips,从成都市区咋个过去喃，坐车要多久？
249,spot,17,travel_tips,夏天带娃娃去耍水安不安全哦，好玩不？
250,spot,17,travel_tips,周末去耍一天够不够，值不值得专程跑一趟？
251,spot,17,cultural_context,黄龙溪古镇几点开门关门？晚上去不收门票吧？
252,spot,17,cultural_context,从成都市区坐什么车能到黄龙溪？大概要多久？
253,spot,17,cultural_context,带5岁小孩去黄龙溪玩合适吗？里面有儿童玩水的地方吗？
254,spot,17,cultural_context,黄龙溪的火龙节是每年什么时候办？看表演要另外买票不？
255,spot,17,cultural_context,听说黄龙溪现在很商业化，到底值不值得专门跑一趟？
256,spot,18,description,这个客家第一镇早上几点开门啊？
257,spot,18,description,去洛带古镇的门票要多少钱，里面那些会馆和土楼是另外收费吗？
258,spot,18,description,从成都市区怎么坐车过去最方便，大概要多久？
259,spot,18,description,带五岁的小孩去玩合适吗，有没有什么亲子项目或者会不会太累？
260,spot,18,description,那里除了看客家土楼和长城，还有啥好玩的，值不值得专门跑一趟？
261,spot,18,travel_tips,这个景点几点开门关门？要门票不？
262,spot,18,travel_tips,从成都市区过去大概要多久？坐什么车方便？
263,spot,18,travel_tips,里面大概能玩多久？半天够不够？
264,spot,18,travel_tips,带小孩去合适吗？有没有什么好吃的推荐？
265,spot,18,travel_tips,那个客家伤心凉粉真有那么好吃吗？值不值得专门跑一趟？
266,spot,18,cultural_context,洛带古镇几点开门关门？门票要多少钱一张？
267,spot,18,cultural_context,从成都市区怎么坐车去洛带古镇？大概要多久？
268,spot,18,cultural_context,洛带古镇里面好不好玩？主要看些啥子嘛？
269,spot,18,cultural_context,带5岁的小孩去洛带古镇合适不？有没有啥子亲子项目？
270,spot,18,cultural_context,洛带古镇的四大会馆具体在哪个位置？值不值得专门去看？
271,spot,19,description,刘文彩庄园早上几点开门？门票多少钱一张？
272,spot,19,description,这个庄园到底值不值得专门跑一趟？大概逛多久比较合适？
273,spot,19,description,从成都市区怎么坐车过去最方便？有没有直达的公交或地铁？
274,spot,19,description,带家里老人和小孩去方便吗？里面台阶多不多，有没有讲解服务？
275,spot,19,description,网上说它是全国保存最好的地主庄园，跟其他古镇比有啥特别看点？
276,spot,19,travel_tips,这个景点门票好多钱一个人？有没有优惠票？
277,spot,19,travel_tips,从成都市区过去大概要坐好久车哦？开车方便不？
278,spot,19,travel_tips,里面逛一圈要花多长时间？一般几点开门几点关门哇？
279,spot,19,travel_tips,带五岁娃儿去耍合不合适？有没有啥子小朋友能玩的项目？
280,spot,19,travel_tips,听说要提前预约限流，是不是当天去现场买票买不到？在哪里预约呢？
281,spot,19,cultural_context,刘氏庄园几点开门？门票多少钱一张？
282,spot,19,cultural_context,从成都市区怎么坐车去刘氏庄园，大概要多久？
283,spot,19,cultural_context,刘氏庄园里面主要看什么，逛一圈大概要几个小时？
284,spot,19,cultural_context,带小孩去刘氏庄园合适吗？有没有什么互动或讲解项目？
285,spot,19,cultural_context,网上都说刘氏庄园值得去，实际体验怎么样？会不会很无聊？
286,spot,20,description,西岭雪山几点开门呀？我想早点去滑雪，怕去晚了排队太久。
287,spot,20,description,现在去西岭雪山门票加索道大概多少钱一个人？有没有学生票或者套票划算点？
288,spot,20,description,从成都市区怎么去西岭雪山最方便？自驾还是坐大巴，大概要开多久？
289,spot,20,description,这周末带5岁小孩去西岭雪山玩雪合适吗？山上有没有儿童游乐区或者租雪具的地方？
290,spot,20,description,西岭雪山除了滑雪，夏天去避暑好玩吗？听说能看到“千秋雪”的景色，实际值不值得专门跑一趟？
291,spot,20,travel_tips,请问一下，门票是99块一个人吗？索道是不是要另外掏钱？
292,spot,20,travel_tips,从成都市区开车过去大概要多久啊？导航直接搜哪个名字？
293,spot,20,travel_tips,这个滑雪季具体是12月到3月吗？带5岁小孩去玩雪合适不？
294,spot,20,travel_tips,除了滑雪，夏天去那边徒步的话，大概能玩几个小时？路好走吗？
295,spot,20,travel_tips,景区早上几点开门？想早点儿去避开人流，索道最晚几点停？
296,spot,20,cultural_context,西岭雪山早上几点开门啊，我想早点去避人潮？
297,spot,20,cultural_context,现在去西岭雪山门票加索道大概多少钱一个人？
298,spot,20,cultural_context,从成都市区怎么去西岭雪山最方便，有直达大巴吗？
299,spot,20,cultural_context,西岭雪山带5岁小孩去玩雪合适吗，有没有儿童设施？
300,spot,20,cultural_context,西岭雪山除了滑雪还有啥好玩的，现在这个季节去值得不？
301,spot,21,description,这个森林公园早上几点开门啊？
302,spot,21,description,门票多少钱一张，有没有学生票？
303,spot,21,description,从成都市区怎么坐车过去方便？
304,spot,21,description,夏天带小孩去玩水安全吗，适合亲子游不？
305,spot,21,description,响水滩瀑布和十八里香草沟大概能玩多久，值不值得专门跑一趟？
306,spot,21,travel_tips,请问从邛崃市区开车过去大概要多久啊？
307,spot,21,travel_tips,门票是好多钱一个人？学生证打折不？
308,spot,21,travel_tips,里头逛一圈大概要花多长时间？下午去来得及不？
309,spot,21,travel_tips,夏天去蚊子多不多？需要自己带驱蚊水不？
310,spot,21,travel_tips,带五岁娃儿去合适不？有没有啥子要注意的？
311,spot,21,cultural_context,天台山早上几点开门？门票多少钱一张？
312,spot,21,cultural_context,从成都市区怎么坐车去天台山？大概要多久？
313,spot,21,cultural_context,带小孩去天台山玩合适吗？有没有什么亲子路线推荐？
314,spot,21,cultural_context,天台山除了道教文化，还有哪些好玩的景点？徒步累不累？
315,spot,21,cultural_context,网上说天台山是陆游待过的地方，现在去能看到和他有关的古迹吗？值得专门跑一趟吗？
316,spot,22,description,这个古镇一般几点开门关门呢？晚上还能进去逛吗？
317,spot,22,description,去茶马古道第一镇要门票吗？大概多少钱一个人？
318,spot,22,description,从成都市区怎么坐车去这个地方？大概要多久？
319,spot,22,description,这里除了看古桥古树，还有啥好玩的？会不会很无聊？
320,spot,22,description,带老人和小孩去逛方便吗？路好不好走，有没有累人的爬坡？
321,spot,22,travel_tips,这个景点是免费的吗？全天都开放吗？大概要玩多久才够？
322,spot,22,travel_tips,请问这个地方几点开门关门？进去要买门票不？
323,spot,22,travel_tips,这里离市区远不远？怎么坐车过去方便？和天台山是不是一条线？
324,spot,22,travel_tips,夏天去那边漂流好玩吗？水急不急？适合带小孩一起玩不？
325,spot,22,travel_tips,这地方半天时间够逛吗？除了漂流还有啥可玩的？值不值得专门跑一趟？
326,spot,22,cultural_context,平乐古镇几点开门呀，晚上去要不要门票？
327,spot,22,cultural_context,从成都市区怎么去平乐古镇最方便，有直达的旅游大巴吗？
328,spot,22,cultural_context,带五岁小孩去平乐古镇玩一天，有什么适合亲子的项目吗？
329,spot,22,cultural_context,平乐古镇里面吃饭和喝茶大概什么价位，会不会宰客？
330,spot,22,cultural_context,听说平乐古镇是茶马古道上的老镇，里面有没有什么历史遗迹可以逛，值不值得专门跑一趟？
331,spot,23,description,凤栖山下那个古镇，光严禅院早上几点开门呀？
332,spot,23,description,去这个古镇要门票吗，大概多少钱一个人？
333,spot,23,description,从成都市区怎么坐车到凤栖山下的这个古镇？
334,spot,23,description,带5岁小孩去那里玩合适吗，有没有什么好逛的？
335,spot,23,description,这个古镇大概能玩多久，除了古寺古街还有啥好玩的？
